cust_id	sales_total	num_of_orders	gender
102375	645.20	3	F
102376	294.72	1	F
102377	616.15	3	F
102378	355.06	1	M
102379	621.05	3	M
102380	697.79	3	M
102381	362.75	1	F
102382	695.64	3	M
102383	355.32	1	M
102384	851.26	4	M
102385	1033.86	5	M
102386	708.59	3	F
102387	811.88	4	F
102388	795.23	4	F
102389	315.37	1	F
102390	690.17	3	F
102391	832.66	4	F
102392	635.61	3	F
102393	635.32	3	F
102394	691.88	3	F
102395	631.14	3	M
102396	627.87	3	F
102397	530.27	2	F
102398	841.60	4	F
102399	525.02	2	M
102400	526.35	2	F
102401	808.19	4	F
102402	653.65	3	M
102403	694.96	3	M
102404	444.56	2	M
102405	501.95	2	M
102406	338.42	1	M
102407	522.50	2	M
102408	700.68	3	F
102409	799.48	4	M
102410	858.66	4	M
102411	805.21	4	F
102412	876.06	4	M
102413	630.51	3	F
102414	515.41	2	M
102415	655.25	3	F
102416	685.27	3	F
102417	336.07	1	M
102418	625.22	3	M
102419	626.23	3	M
102420	693.57	3	M
102421	878.93	4	M
102422	693.36	3	F
102423	818.89	4	F
102424	833.29	4	M
102425	969.51	5	F
102426	444.40	2	M
102427	680.02	3	F
102428	800.43	4	F
102429	642.88	3	M
102430	494.55	2	F
102431	456.78	2	M
102432	481.85	2	F
102433	446.47	2	F
102434	665.82	3	F
102435	658.46	3	F
102436	461.68	2	F
102437	856.56	4	M
102438	472.97	2	F
102439	452.84	2	F
102440	474.08	2	F
102441	513.36	2	M
102442	952.45	5	F
102443	689.52	3	M
102444	485.95	2	M
102445	838.38	4	F
102446	533.11	2	M
102447	675.16	3	M
102448	646.62	3	F
102449	816.68	4	M
102450	1003.85	5	F
102451	648.19	3	M
102452	867.49	4	F
102453	671.61	3	F
102454	795.37	4	M
102455	524.24	2	M
102456	624.76	3	F
102457	621.93	3	M
102458	863.19	4	F
102459	873.85	4	F
102460	796.37	4	F
102461	1183.22	6	M
102462	534.20	2	F
102463	665.31	3	F
102464	525.43	2	M
102465	666.33	3	F
102466	477.45	2	M
102467	511.43	2	F
102468	274.17	1	F
102469	682.91	3	F
102470	658.73	3	F
102471	459.03	2	M
102472	995.45	5	F
102473	532.01	2	M
102474	651.31	3	M
102475	491.43	2	F
102476	657.76	3	M
102477	479.85	2	M
102478	639.28	3	F
102479	678.25	3	F
102480	987.94	5	M
102481	658.74	3	F
102482	852.26	4	M
102483	615.69	3	M
102484	341.70	1	M
102485	706.16	3	F
102486	848.88	4	M
102487	798.40	4	F
102488	1009.64	5	F
102489	667.71	3	M
102490	442.27	2	M
102491	830.24	4	M
102492	321.82	1	M
102493	535.82	2	M
102494	851.29	4	F
102495	671.84	3	F
102496	827.76	4	M
102497	846.30	4	F
102498	663.17	3	M
102499	650.69	3	F
102500	367.80	1	F
102501	847.37	4	F
102502	684.94	3	F
102503	512.36	2	M
102504	611.26	3	F
102505	452.95	2	F
102506	830.42	4	M
102507	798.51	4	F
102508	848.62	4	M
102509	478.27	2	M
102510	668.28	3	F
102511	628.47	3	F
102512	620.20	3	M
102513	469.14	2	F
102514	612.55	3	F
102515	820.80	4	F
102516	800.59	4	M
102517	999.10	5	M
102518	808.20	4	M
102519	451.83	2	M
102520	869.23	4	F
102521	668.38	3	F
102522	301.47	1	F
102523	473.77	2	M
102524	529.04	2	F
102525	617.76	3	F
102526	858.63	4	M
102527	502.93	2	M
102528	656.17	3	M
102529	841.14	4	F
102530	641.46	3	F
102531	328.16	1	F
102532	828.88	4	F
102533	508.35	2	F
102534	476.05	2	M
102535	516.70	2	M
102536	513.39	2	F
102537	657.64	3	M
102538	510.40	2	M
102539	855.07	4	F
102540	321.62	1	M
102541	623.67	3	F
102542	517.68	2	F
102543	1048.46	5	F
102544	637.26	3	M
102545	456.56	2	M
102546	529.07	2	M
102547	298.04	1	M
102548	802.36	4	M
102549	615.33	3	F
102550	862.50	4	M
102551	623.91	3	M
102552	644.63	3	F
102553	677.63	3	M
102554	272.28	1	F
102555	663.51	3	M
102556	623.72	3	F
102557	624.32	3	F
102558	487.95	2	M
102559	619.75	3	M
102560	619.93	3	M
102561	686.90	3	M
102562	502.53	2	M
102563	538.66	2	M
102564	453.43	2	F
102565	690.08	3	F
102566	661.04	3	M
102567	303.74	1	M
102568	656.82	3	M
102569	667.50	3	M
102570	655.46	3	F
102571	506.92	2	M
102572	619.82	3	F
102573	823.95	4	F
102574	817.69	4	F
102575	835.27	4	F
102576	822.34	4	M
102577	523.00	2	F
102578	615.91	3	M
102579	693.74	3	F
102580	802.91	4	M
102581	477.91	2	M
102582	619.39	3	F
102583	697.81	3	F
102584	673.15	3	M
102585	482.01	2	M
102586	479.59	2	F
102587	483.31	2	F
102588	647.32	3	F
102589	1038.42	5	M
102590	614.56	3	M
102591	870.58	4	F
102592	615.99	3	M
102593	656.11	3	M
102594	1001.89	5	F
102595	797.20	4	M
102596	277.04	1	F
102597	702.01	3	F
102598	440.70	2	M
102599	618.67	3	F
102600	1047.67	5	M
102601	695.12	3	M
102602	815.60	4	F
102603	692.68	3	M
102604	783.27	4	F
102605	815.42	4	F
102606	863.32	4	F
102607	454.35	2	F
102608	668.71	3	M
102609	703.24	3	M
102610	666.72	3	M
102611	847.13	4	F
102612	823.38	4	M
102613	876.05	4	M
102614	705.89	3	F
102615	672.46	3	F
102616	631.96	3	M
102617	683.32	3	F
102618	838.13	4	F
102619	826.77	4	F
102620	455.29	2	M
102621	695.08	3	M
102622	449.04	2	M
102623	855.24	4	M
102624	670.30	3	M
102625	849.23	4	F
102626	680.77	3	F
102627	966.14	5	F
102628	672.99	3	M
102629	509.74	2	F
102630	676.85	3	M
102631	627.91	3	F
102632	787.95	4	F
102633	510.86	2	F
102634	536.91	2	M
102635	660.97	3	M
102636	699.25	3	F
102637	473.29	2	M
102638	515.39	2	M
102639	323.39	1	M
102640	873.43	4	F
102641	448.78	2	F
102642	521.34	2	M
102643	645.96	3	F
102644	441.10	2	F
102645	449.07	2	M
102646	637.12	3	M
102647	698.36	3	F
102648	342.88	1	M
102649	693.92	3	F
102650	878.90	4	M
102651	859.47	4	M
102652	872.52	4	F
102653	529.92	2	F
102654	845.49	4	F
102655	278.43	1	F
102656	444.97	2	M
102657	448.54	2	F
102658	505.21	2	F
102659	846.58	4	F
102660	818.70	4	F
102661	957.01	5	M
102662	668.54	3	F
102663	1027.12	5	F
102664	500.21	2	F
102665	677.22	3	F
102666	1030.01	5	F
102667	283.15	1	F
102668	472.08	2	F
102669	330.75	1	F
102670	444.39	2	F
102671	500.47	2	F
102672	1038.33	5	M
102673	689.87	3	M
102674	610.55	3	F
102675	641.45	3	F
102676	659.61	3	M
102677	1123.06	6	M
102678	484.19	2	M
102679	679.74	3	M
102680	670.95	3	F
102681	698.56	3	M
102682	485.19	2	F
102683	871.73	4	F
102684	335.37	1	M
102685	790.96	4	M
102686	648.40	3	F
102687	526.14	2	F
102688	635.55	3	M
102689	522.70	2	F
102690	483.23	2	F
102691	688.82	3	M
102692	840.68	4	F
102693	680.71	3	M
102694	811.57	4	F
102695	672.66	3	M
102696	482.40	2	F
102697	616.16	3	F
102698	624.11	3	F
102699	460.87	2	M
102700	492.34	2	F
102701	687.54	3	M
102702	539.36	2	F
102703	675.73	3	M
102704	652.66	3	M
102705	518.52	2	M
102706	526.72	2	F
102707	498.41	2	F
102708	461.90	2	F
102709	677.15	3	F
102710	633.48	3	M
102711	457.07	2	M
102712	624.43	3	F
102713	706.91	3	F
102714	441.31	2	F
102715	864.24	4	F
102716	484.64	2	F
102717	279.61	1	F
102718	449.28	2	F
102719	828.35	4	M
102720	535.17	2	M
102721	873.37	4	M
102722	703.12	3	M
102723	656.86	3	M
102724	969.86	5	M
102725	706.77	3	M
102726	844.34	4	M
102727	642.32	3	F
102728	680.01	3	M
102729	875.98	4	M
102730	686.46	3	F
102731	655.47	3	F
102732	491.08	2	F
102733	481.21	2	M
102734	527.74	2	F
102735	443.75	2	M
102736	447.81	2	F
102737	537.83	2	F
102738	857.01	4	F
102739	1005.50	5	M
102740	447.64	2	M
102741	651.10	3	M
102742	446.77	2	F
102743	524.46	2	M
102744	707.91	3	F
102745	831.00	4	F
102746	468.92	2	F
102747	702.25	3	M
102748	517.44	2	M
102749	977.69	5	F
102750	818.78	4	F
102751	505.10	2	F
102752	803.00	4	F
102753	808.22	4	F
102754	842.08	4	F
102755	498.18	2	F
102756	807.59	4	F
102757	446.74	2	M
102758	703.00	3	M
102759	493.07	2	M
102760	624.16	3	M
102761	687.70	3	M
102762	277.95	1	F
102763	876.80	4	M
102764	819.08	4	F
102765	518.08	2	F
102766	847.91	4	F
102767	790.17	4	F
102768	664.20	3	F
102769	974.01	5	M
102770	535.22	2	F
102771	789.37	4	F
102772	647.45	3	M
102773	642.75	3	F
102774	483.87	2	M
102775	485.12	2	F
102776	339.87	1	F
102777	873.89	4	M
102778	964.96	5	M
102779	701.65	3	M
102780	853.13	4	M
102781	622.39	3	M
102782	788.46	4	M
102783	271.95	1	F
102784	469.89	2	M
102785	793.49	4	M
102786	966.16	5	F
102787	648.36	3	M
102788	477.07	2	F
102789	358.06	1	F
102790	708.56	3	F
102791	1121.25	6	F
102792	639.76	3	F
102793	699.95	3	F
102794	660.62	3	M
102795	445.29	2	M
102796	503.13	2	M
102797	958.57	5	M
102798	691.57	3	M
102799	805.77	4	M
102800	490.82	2	F
102801	520.37	2	M
102802	475.16	2	M
102803	614.72	3	M
102804	809.20	4	M
102805	817.68	4	F
102806	343.55	1	M
102807	635.40	3	F
102808	501.78	2	F
102809	680.72	3	F
102810	795.67	4	M
102811	817.39	4	M
102812	848.46	4	M
102813	626.03	3	M
102814	679.25	3	M
102815	622.39	3	M
102816	849.09	4	F
102817	669.34	3	M
102818	531.80	2	M
102819	704.78	3	M
102820	663.48	3	M
102821	878.75	4	F
102822	647.21	3	M
102823	496.96	2	F
102824	699.03	3	M
102825	500.66	2	F
102826	828.64	4	M
102827	464.71	2	M
102828	625.61	3	M
102829	708.10	3	M
102830	787.42	4	F
102831	461.39	2	F
102832	627.20	3	F
102833	502.23	2	F
102834	817.87	4	F
102835	678.98	3	M
102836	512.54	2	F
102837	349.06	1	M
102838	632.08	3	M
102839	350.79	1	M
102840	502.59	2	M
102841	355.91	1	M
102842	834.53	4	M
102843	501.58	2	M
102844	663.11	3	M
102845	523.44	2	M
102846	808.18	4	F
102847	869.95	4	M
102848	614.94	3	M
102849	698.06	3	M
102850	830.88	4	F
102851	835.67	4	F
102852	489.57	2	M
102853	865.35	4	M
102854	969.88	5	M
102855	865.13	4	M
102856	670.89	3	M
102857	531.04	2	M
102858	1012.30	5	F
102859	614.59	3	F
102860	668.56	3	M
102861	504.49	2	M
102862	645.02	3	M
102863	462.16	2	F
102864	463.58	2	F
102865	819.23	4	M
102866	538.79	2	F
102867	825.70	4	M
102868	693.19	3	F
102869	467.65	2	M
102870	797.70	4	F
102871	846.48	4	M
102872	827.75	4	F
102873	638.65	3	M
102874	690.28	3	M
102875	444.64	2	F
102876	702.31	3	M
102877	620.01	3	F
102878	822.92	4	M
102879	662.80	3	M
102880	303.01	1	M
102881	364.68	1	M
102882	951.48	5	F
102883	865.76	4	M
102884	643.56	3	M
102885	657.01	3	M
102886	704.45	3	M
102887	810.47	4	F
102888	444.54	2	M
102889	639.20	3	F
102890	836.04	4	F
102891	477.28	2	F
102892	697.51	3	F
102893	827.90	4	F
102894	802.08	4	F
102895	630.38	3	F
102896	797.37	4	F
102897	788.44	4	M
102898	1022.62	5	M
102899	843.70	4	M
102900	859.03	4	F
102901	698.77	3	F
102902	504.10	2	F
102903	508.00	2	M
102904	510.08	2	F
102905	813.82	4	F
102906	816.31	4	M
102907	834.74	4	M
102908	686.82	3	M
102909	300.66	1	M
102910	873.40	4	F
102911	636.65	3	F
102912	451.66	2	F
102913	348.55	1	F
102914	367.45	1	M
102915	459.61	2	F
102916	667.38	3	M
102917	691.32	3	M
102918	781.61	4	M
102919	835.54	4	M
102920	631.52	3	F
102921	780.11	4	F
102922	623.12	3	F
102923	637.59	3	F
102924	853.34	4	F
102925	709.58	3	F
102926	664.21	3	F
102927	643.69	3	M
102928	656.39	3	M
102929	627.96	3	M
102930	816.45	4	M
102931	537.70	2	M
102932	639.42	3	M
102933	708.20	3	F
102934	332.96	1	M
102935	486.90	2	F
102936	486.39	2	M
102937	483.57	2	F
102938	709.07	3	F
102939	820.35	4	F
102940	857.67	4	F
102941	275.20	1	F
102942	827.89	4	F
102943	615.67	3	F
102944	830.71	4	F
102945	685.19	3	F
102946	963.58	5	M
102947	856.65	4	F
102948	619.10	3	F
102949	633.48	3	F
102950	958.87	5	M
102951	347.90	1	F
102952	689.04	3	F
102953	509.15	2	M
102954	338.61	1	F
102955	463.65	2	M
102956	474.18	2	F
102957	852.35	4	M
102958	471.20	2	M
102959	818.29	4	M
102960	690.33	3	F
102961	802.93	4	M
102962	526.68	2	F
102963	529.87	2	M
102964	649.68	3	F
102965	466.75	2	F
102966	533.97	2	M
102967	481.82	2	M
102968	705.00	3	F
102969	506.87	2	F
102970	463.65	2	M
102971	963.27	5	F
102972	1007.48	5	M
102973	783.73	4	M
102974	638.52	3	F
102975	537.77	2	M
102976	842.47	4	F
102977	493.00	2	F
102978	979.95	5	M
102979	462.48	2	F
102980	1150.55	6	F
102981	487.29	2	M
102982	641.25	3	F
102983	649.22	3	M
102984	864.18	4	M
102985	697.58	3	M
102986	781.25	4	F
102987	461.93	2	M
102988	696.64	3	F
102989	612.01	3	M
102990	336.35	1	F
102991	342.09	1	M
102992	870.92	4	M
102993	672.20	3	F
102994	638.01	3	M
102995	627.58	3	F
102996	872.95	4	F
102997	643.32	3	F
102998	442.88	2	F
102999	811.10	4	M
103000	586.41	3	F
103001	564.88	3	M
103002	722.60	3	F
103003	775.96	4	M
103004	679.16	3	M
103005	627.85	3	M
103006	703.57	3	F
103007	716.05	3	M
103008	628.85	3	M
103009	584.33	2	M
103010	547.71	2	M
103011	522.08	2	M
103012	461.11	2	F
103013	831.86	4	F
103014	774.14	4	M
103015	758.75	3	M
103016	774.25	3	F
103017	598.49	2	M
103018	391.98	1	F
103019	658.06	3	F
103020	559.62	3	M
103021	505.69	2	M
103022	551.29	3	M
103023	760.63	4	M
103024	634.17	3	F
103025	833.70	4	F
103026	452.56	2	M
103027	347.07	1	M
103028	486.78	2	F
103029	748.22	3	M
103030	726.85	3	F
103031	636.66	3	M
103032	410.63	2	M
103033	599.92	3	F
103034	994.10	5	M
103035	573.19	3	M
103036	428.55	2	F
103037	751.81	3	M
103038	746.67	3	F
103039	587.35	2	F
103040	725.44	3	M
103041	702.50	3	F
103042	630.61	3	F
103043	570.01	2	F
103044	380.54	2	M
103045	771.79	3	M
103046	601.48	2	M
103047	761.79	4	M
103048	726.50	3	M
103049	505.02	2	M
103050	813.96	4	M
103051	533.16	2	F
103052	586.17	3	F
103053	679.37	3	F
103054	593.04	3	M
103055	747.64	3	F
103056	594.28	3	M
103057	701.90	3	F
103058	947.61	5	F
103059	591.92	3	F
103060	882.64	4	F
103061	517.76	2	M
103062	503.01	2	M
103063	910.27	5	M
103064	968.23	5	M
103065	357.48	1	M
103066	689.52	3	M
103067	303.19	1	M
103068	656.62	3	M
103069	432.06	2	M
103070	746.32	3	F
103071	570.87	2	F
103072	724.85	3	M
103073	602.45	3	F
103074	887.14	4	F
103075	525.49	2	F
103076	679.55	3	M
103077	936.65	4	F
103078	426.50	2	F
103079	397.09	1	M
103080	606.54	3	M
103081	655.42	3	M
103082	238.99	1	M
103083	638.77	3	M
103084	798.39	4	M
103085	850.04	4	F
103086	681.26	3	F
103087	1037.37	5	F
103088	350.70	1	M
103089	1085.96	5	F
103090	733.20	3	F
103091	743.87	3	F
103092	419.37	2	F
103093	812.29	4	F
103094	589.84	2	M
103095	737.56	4	M
103096	621.92	3	M
103097	579.59	3	M
103098	894.36	4	F
103099	374.81	1	M
103100	862.68	4	F
103101	759.37	3	F
103102	511.72	2	M
103103	827.78	4	M
103104	491.05	2	M
103105	935.83	4	F
103106	895.98	5	M
103107	752.20	4	M
103108	479.23	2	F
103109	717.79	3	F
103110	582.09	2	M
103111	718.36	3	M
103112	561.37	2	M
103113	618.71	3	F
103114	760.46	4	M
103115	415.58	2	M
103116	666.24	3	F
103117	223.88	1	M
103118	753.52	3	M
103119	843.84	4	M
103120	754.74	4	F
103121	569.46	3	M
103122	935.77	4	M
103123	485.46	2	F
103124	599.68	3	F
103125	1012.31	5	F
103126	545.99	3	F
103127	577.72	3	M
103128	635.83	3	M
103129	426.82	2	M
103130	642.54	3	M
103131	709.65	3	F
103132	940.66	4	F
103133	745.59	4	M
103134	676.60	3	M
103135	929.83	4	F
103136	635.10	3	F
103137	608.52	3	F
103138	722.98	4	M
103139	580.20	3	M
103140	764.61	3	F
103141	865.23	4	F
103142	757.78	4	F
103143	913.09	4	F
103144	638.29	3	F
103145	898.11	5	M
103146	300.08	1	F
103147	759.92	3	M
103148	748.26	4	F
103149	405.39	2	M
103150	821.69	4	F
103151	659.97	3	F
103152	438.39	2	M
103153	878.31	4	M
103154	792.96	4	F
103155	542.19	2	F
103156	627.10	3	M
103157	553.31	3	M
103158	591.78	3	M
103159	601.68	2	F
103160	663.06	3	M
103161	796.73	4	M
103162	719.55	4	M
103163	757.31	3	M
103164	872.58	4	F
103165	687.46	3	F
103166	898.85	4	M
103167	543.85	2	F
103168	483.56	2	M
103169	840.07	4	F
103170	572.65	3	F
103171	686.12	3	M
103172	743.65	3	F
103173	482.97	2	M
103174	583.65	2	M
103175	428.34	2	F
103176	206.20	1	M
103177	214.36	1	F
103178	731.99	4	M
103179	859.04	4	F
103180	718.32	4	M
103181	428.91	2	M
103182	513.77	2	F
103183	827.64	4	F
103184	413.25	2	M
103185	903.33	4	M
103186	679.90	3	F
103187	514.37	2	F
103188	588.76	2	F
103189	743.09	3	M
103190	723.61	4	M
103191	613.53	3	F
103192	552.16	3	M
103193	392.65	2	M
103194	666.23	3	F
103195	531.51	2	F
103196	472.62	2	F
103197	491.41	2	M
103198	897.96	5	F
103199	590.29	2	F
103200	725.67	3	F
103201	987.05	5	M
103202	696.34	3	F
103203	242.93	1	F
103204	577.44	3	F
103205	321.01	1	F
103206	800.86	4	F
103207	469.43	2	F
103208	955.68	5	F
103209	424.16	2	M
103210	603.78	2	F
103211	808.92	4	F
103212	259.25	1	M
103213	437.15	2	M
103214	556.11	3	M
103215	397.32	2	F
103216	628.66	3	M
103217	581.11	3	F
103218	221.12	1	M
103219	507.87	2	M
103220	765.76	4	M
103221	536.50	2	F
103222	241.83	1	F
103223	499.14	2	F
103224	497.36	2	M
103225	587.29	2	F
103226	466.81	2	M
103227	613.17	3	F
103228	321.37	1	M
103229	582.39	3	F
103230	641.17	3	M
103231	592.08	3	F
103232	620.51	3	F
103233	549.16	3	F
103234	556.57	3	F
103235	813.23	4	M
103236	855.65	4	F
103237	450.94	2	M
103238	775.98	4	F
103239	560.89	3	F
103240	821.73	4	F
103241	572.86	3	M
103242	848.22	4	F
103243	717.91	4	F
103244	786.77	4	M
103245	624.25	3	M
103246	738.90	3	M
103247	229.25	1	M
103248	875.69	4	F
103249	642.56	3	F
103250	428.17	2	F
103251	637.66	3	F
103252	768.11	4	F
103253	635.98	3	M
103254	994.32	5	F
103255	657.50	3	F
103256	747.19	3	F
103257	427.19	2	F
103258	1013.08	5	F
103259	543.78	2	M
103260	853.92	4	F
103261	572.42	3	M
103262	738.56	4	F
103263	499.69	2	M
103264	746.10	4	F
103265	645.68	3	M
103266	556.65	3	M
103267	665.61	3	F
103268	994.64	5	M
103269	543.62	2	M
103270	685.75	3	F
103271	433.58	2	M
103272	899.08	4	F
103273	758.39	4	F
103274	635.64	3	F
103275	653.76	3	M
103276	544.35	2	F
103277	809.12	4	F
103278	837.84	4	F
103279	243.62	1	M
103280	885.47	4	F
103281	590.12	3	F
103282	664.03	3	M
103283	406.76	2	M
103284	891.40	4	M
103285	530.48	2	F
103286	746.15	3	F
103287	895.16	4	F
103288	242.83	1	F
103289	550.18	2	F
103290	908.61	4	F
103291	797.33	4	F
103292	866.62	4	M
103293	479.86	2	M
103294	804.80	4	F
103295	548.38	3	F
103296	434.88	1	M
103297	481.40	2	F
103298	894.55	4	F
103299	437.86	2	F
103300	750.67	4	M
103301	818.29	4	F
103302	547.98	2	F
103303	920.30	4	F
103304	836.39	4	M
103305	725.90	4	M
103306	922.37	4	M
103307	433.55	2	M
103308	711.20	3	F
103309	565.88	2	M
103310	618.51	3	M
103311	763.02	3	M
103312	797.01	4	F
103313	726.47	3	M
103314	441.12	2	F
103315	510.52	2	F
103316	837.91	4	M
103317	627.51	3	F
103318	567.47	2	M
103319	917.74	4	F
103320	340.23	1	F
103321	486.14	2	F
103322	922.34	4	M
103323	974.13	5	M
103324	391.60	2	M
103325	550.75	3	M
103326	737.15	3	F
103327	459.97	2	F
103328	652.93	3	M
103329	582.10	3	M
103330	569.69	3	M
103331	400.96	2	F
103332	920.27	4	F
103333	379.52	2	M
103334	581.63	2	M
103335	700.67	3	F
103336	684.17	3	M
103337	865.83	4	M
103338	666.34	3	F
103339	627.14	3	M
103340	717.28	3	F
103341	762.40	3	M
103342	528.51	2	M
103343	524.20	2	F
103344	815.60	4	F
103345	659.76	3	M
103346	761.30	4	M
103347	735.70	4	F
103348	628.23	3	M
103349	510.22	2	M
103350	680.53	3	M
103351	575.55	3	F
103352	416.62	2	F
103353	747.46	4	F
103354	351.30	1	F
103355	885.90	4	F
103356	2029.67	11	F
103357	2198.98	12	F
103358	2276.15	12	F
103359	2250.50	12	F
103360	2222.00	12	F
103361	2473.60	14	F
103362	2207.60	12	F
103363	2110.62	12	M
103364	2550.10	14	M
103365	2261.16	12	M
103366	1954.80	11	M
103367	2433.79	13	F
103368	2263.88	12	F
103369	1861.47	10	M
103370	2279.84	12	M
103371	2030.00	11	M
103372	2537.01	14	F
103373	2078.37	12	M
103374	1846.79	10	F
103375	2388.05	13	M
103376	1980.54	11	F
103377	2182.98	12	F
103378	2225.79	12	F
103379	2231.03	12	F
103380	2042.38	11	M
103381	2116.42	12	F
103382	2123.08	12	M
103383	2289.23	13	M
103384	2459.00	13	M
103385	2069.81	11	F
103386	2456.70	13	F
103387	2149.67	12	M
103388	2354.83	13	F
103389	2212.13	12	F
103390	2081.63	12	M
103391	1958.60	11	F
103392	2259.89	13	F
103393	2303.89	12	M
103394	2392.60	13	M
103395	1879.30	10	F
103396	2217.37	12	M
103397	2473.79	13	F
103398	2359.40	13	F
103399	2220.73	12	F
103400	2417.47	14	M
103401	2285.27	12	F
103402	2097.11	12	M
103403	2209.96	12	F
103404	2421.43	13	F
103405	2244.63	12	M
103406	2241.70	12	F
103407	2131.13	11	F
103408	2136.71	12	F
103409	1954.12	10	F
103410	2410.74	13	M
103411	2043.10	11	F
103412	2366.38	13	F
103413	2099.14	12	F
103414	2441.26	13	F
103415	1955.31	10	M
103416	2171.49	12	F
103417	2000.84	11	F
103418	2339.76	13	M
103419	2014.79	11	F
103420	2071.93	11	F
103421	2088.20	12	F
103422	2179.20	12	F
103423	2149.09	12	M
103424	2247.24	12	M
103425	2321.41	13	F
103426	2029.42	11	M
103427	2116.61	12	M
103428	2328.01	13	M
103429	2199.75	12	M
103430	1960.39	11	M
103431	2135.03	12	F
103432	2129.93	12	M
103433	2328.94	13	M
103434	2135.92	12	F
103435	1952.47	11	F
103436	2438.79	13	M
103437	2403.28	13	F
103438	2130.27	11	M
103439	2031.52	11	M
103440	2420.64	13	F
103441	2137.24	12	F
103442	2275.83	12	M
103443	2000.88	11	M
103444	2328.10	13	M
103445	2369.87	13	F
103446	2117.08	12	M
103447	2084.68	12	M
103448	2014.70	11	M
103449	2103.89	11	M
103450	1983.94	11	F
103451	2093.01	12	F
103452	2284.30	12	M
103453	2452.22	13	M
103454	2217.92	12	M
103455	2159.93	12	F
103456	2282.70	12	M
103457	2408.42	13	M
103458	2600.01	14	M
103459	2110.46	11	M
103460	2626.14	14	F
103461	2112.05	11	M
103462	2218.87	12	F
103463	2201.72	12	M
103464	1956.00	11	M
103465	2407.44	13	F
103466	2340.30	13	F
103467	2126.75	12	M
103468	2109.86	11	M
103469	2166.68	12	M
103470	2131.95	11	F
103471	2199.93	12	M
103472	2318.29	13	M
103473	2207.77	12	F
103474	2345.73	13	M
103475	2194.60	12	F
103476	2006.17	11	F
103477	1916.82	11	M
103478	2201.52	12	M
103479	2442.49	13	M
103480	2248.39	12	M
103481	2241.90	12	M
103482	2414.32	13	M
103483	2435.76	13	F
103484	1956.84	11	F
103485	2241.64	12	M
103486	2229.79	12	F
103487	2419.61	13	F
103488	1923.88	11	F
103489	2294.06	12	F
103490	2423.12	13	M
103491	2463.80	13	F
103492	2037.30	11	F
103493	2189.87	12	M
103494	2200.02	12	F
103495	2564.78	14	M
103496	2464.49	14	F
103497	2382.85	13	F
103498	2293.00	13	M
103499	2159.65	12	F
103500	2292.50	13	M
103501	2154.12	12	F
103502	2196.67	12	M
103503	2056.92	11	M
103504	2218.04	12	F
103505	2431.29	13	M
103506	2002.87	11	F
103507	2169.81	12	M
103508	2555.60	14	M
103509	1851.83	10	F
103510	2390.35	13	F
103511	1963.45	11	M
103512	2563.21	14	F
103513	1970.01	11	F
103514	2079.31	11	M
103515	2364.61	13	M
103516	1926.83	11	F
103517	2423.08	13	M
103518	2263.46	12	F
103519	2074.53	11	F
103520	2340.03	13	F
103521	2170.31	12	F
103522	2118.79	12	F
103523	2267.48	12	M
103524	2285.70	12	M
103525	1950.08	10	M
103526	2169.60	12	F
103527	2257.09	12	F
103528	2550.63	14	F
103529	1991.41	11	F
103530	2067.92	11	M
103531	2296.84	12	F
103532	2461.19	14	M
103533	2126.85	11	F
103534	1953.47	11	M
103535	1969.31	11	F
103536	2302.20	13	M
103537	2290.96	12	M
103538	2145.66	12	F
103539	2286.31	12	F
103540	1906.37	11	M
103541	2142.86	12	F
103542	2460.45	13	F
103543	2081.44	11	M
103544	1972.25	11	M
103545	2027.03	11	F
103546	1884.43	10	M
103547	1964.45	11	F
103548	2298.11	12	F
103549	2084.37	11	M
103550	2391.86	13	M
103551	2258.95	12	F
103552	2108.98	11	M
103553	2174.21	12	F
103554	2223.72	12	F
103555	1947.08	10	M
103556	2183.88	12	M
103557	2149.85	12	M
103558	2118.00	12	M
103559	2196.23	12	F
103560	1918.51	10	M
103561	2340.87	13	F
103562	2386.35	13	F
103563	1925.26	11	F
103564	2479.83	14	M
103565	1921.89	11	M
103566	2180.41	12	M
103567	2408.79	13	F
103568	2194.15	12	M
103569	2267.94	12	F
103570	1808.30	10	M
103571	2094.41	12	F
103572	2106.03	12	F
103573	2407.00	13	F
103574	2429.05	13	M
103575	2081.65	11	F
103576	2311.48	13	F
103577	2103.25	12	F
103578	2329.81	13	M
103579	2463.58	13	M
103580	2592.41	14	F
103581	2144.51	12	F
103582	2162.82	12	M
103583	2431.97	13	F
103584	2302.54	12	M
103585	2172.50	12	M
103586	2240.65	12	F
103587	1935.30	11	M
103588	2253.73	13	F
103589	2498.51	14	M
103590	2329.33	13	F
103591	1783.61	10	F
103592	2438.66	14	F
103593	1954.93	10	M
103594	2001.85	11	M
103595	2236.44	12	M
103596	2148.86	12	F
103597	2227.75	12	F
103598	2278.93	13	M
103599	2000.08	11	M
103600	2405.31	13	M
103601	2459.51	13	M
103602	2118.28	11	M
103603	2130.15	11	F
103604	2292.55	12	F
103605	2088.04	11	M
103606	2439.79	13	F
103607	2138.96	12	M
103608	2450.46	13	F
103609	2346.33	13	M
103610	2337.27	13	M
103611	2552.30	14	F
103612	2192.66	12	F
103613	2328.35	13	F
103614	2002.80	11	M
103615	2472.71	13	F
103616	2381.47	13	M
103617	2019.14	11	M
103618	2032.87	11	M
